,Unnamed: 0,formatted_address,name,place_id,rating,user_ratings_total,geometry.location.lat,geometry.location.lng,opening_hours.open_now,permanently_closed,price_level
0,0,"Allmendstrasse 5, 8914 Aeugst am Albis, Switzerland",Volg,ChIJoetcG74HkEcR5_9mPkmNtSI,4.4,47.0,47.26797270000001,8.4862223,True,,
1,1,"8914 Aeugst am Albis, Switzerland",Dorfstrasslädeli,ChIJMw32-T8HkEcR6eopttlUI7o,5.0,6.0,47.2671635,8.4871474,True,,
2,2,"Unterdorf 6, 8914 Aeugst am Albis, Switzerland",The Country Store,ChIJUy2txL0HkEcRMiacsN4WL1A,5.0,6.0,47.2670557,8.4840952,False,,
3,3,"Obfelderstrasse 1, 8910 Affoltern am Albis, Switzerland",migrolino Affoltern am Albis,ChIJURZXD2oGkEcRtXYXRHI1aFc,4.1,67.0,47.2746869,8.445784699999999,True,,
4,4,"Büelstrasse 15, 8910 Affoltern am Albis, Switzerland",Coop Supermarkt Affoltern am Albis,ChIJk6WFSkcGkEcRwsvlTASqby8,4.1,1179.0,47.2738709,8.445676299999999,True,,
5,5,"Centralweg 3, 8910 Affoltern am Albis, Switzerland",Lidl Schweiz,ChIJW4AoZTcGkEcRZ-7-G4qYMg0,4.1,292.0,47.2780069,8.4530301,True,,
6,6,"Oberdorfstrasse 4, 8910 Affoltern am Albis, Switzerland",Migros Supermarkt,ChIJiUOy2zkGkEcRy22nDwkqAks,4.2,578.0,47.2777942,8.453773,True,,
7,7,"Obere Bahnhofstrasse 14, 8910 Affoltern am Albis, Switzerland",Klimazmorge,ChIJhwnb2i8HkEcR3I-HQlnH8B4,0.0,0.0,47.27710039999999,8.4491222,,,
8,8,"Industriestrasse 5, 8910 Affoltern am Albis, Switzerland",ALDI SUISSE,ChIJLzM1Oh8HkEcRwBmfpSnSZx8,4.1,292.0,47.2727245,8.4470147,True,,
9,9,"Betpurstrasse 13, 8910 Affoltern am Albis, Switzerland",food store,ChIJE1IDL0EHkEcRUdZIShWNBPk,0.0,0.0,47.2779385,8.4514937,True,,
10,10,"Bergstrasse, 8910 Affoltern am Albis, Switzerland",Jürg + Myris Imkerei,ChIJtaOs1zgGkEcRgQqCQy0Bd7Y,0.0,0.0,47.2775183,8.4472659,,,
11,11,"Bahnhofpl. 2, 8910 Affoltern am Albis, Switzerland",avec,ChIJvbTAlk8HkEcRNptD5C4vvmY,2.3,29.0,47.2755892,8.4461885,True,,
12,12,"Jonentalstrasse 1, 8910 Affoltern am Albis, Switzerland",Denner Discount,ChIJUaO3CTcGkEcRvmRzl8dy-Pw,4.0,202.0,47.2771601,8.4548399,True,,
13,13,"Obfelderstrasse 37, 8910 Affoltern am Albis, Switzerland",avec,ChIJa0A7_iwHkEcR_cg1cTUfT2I,3.6,7.0,47.2714382,8.4403033,True,,
14,14,"Weihermattstrasse 10, 8909 Affoltern am Albis, Switzerland",Hof Familie Frutiger,ChIJ4T_ZC8cHkEcRXtv52VKkHic,5.0,4.0,47.2881534,8.442291899999999,True,,
15,15,"Zürichstrasse 51, 8910 Affoltern am Albis, Switzerland",Denner Discount,ChIJbVjFjJsLkEcRmmja4zZ_CA4,4.2,161.0,47.2761317,8.4502698,True,,
16,16,"Obfelderstrasse 38, 8910 Affoltern am Albis, Switzerland",avec | Oil! Tankstelle,ChIJE3S8b60HkEcRnNcc_OSGquY,2.7,3.0,47.2725853,8.4388771,True,,
17,17,"Dachlissen 2, 8932 Mettmenstetten, Switzerland",Hofladen Mattenhof,ChIJRW_PLlkGkEcRQjBR536_GR8,5.0,6.0,47.2586168,8.441749,,,
18,18,"Ottenbacherstrasse 81, 8909 Affoltern am Albis, Switzerland",Volg Zwillikon,ChIJh25MxRoGkEcRUzpjW-_TMu4,4.3,58.0,47.28744409999999,8.4315571,True,,
19,19,"Höflistrasse 7, 8135 Langnau am Albis, Switzerland",Coop Supermarkt Langnau am Albis,ChIJ5XqpauCnmkcRSu7SHa5XsOU,4.2,200.0,47.2892437,8.5397724,True,,
20,20,"Im Wängli 6, 8910 Affoltern am Albis, Switzerland",Coop Pronto Affoltern am Albis,ChIJ8XTvszoGkEcR_9pLF7bYgxU,4.2,177.0,47.2840263,8.4534833,True,,
21,21,"Büelstrasse 15, 8910 Affoltern am Albis, Switzerland",Coop Kiosk,ChIJKwXhooIHkEcR4byb-Oi46Yo,5.0,1.0,47.2739173,8.4458267,,True,
22,22,"Obfelderstrasse 19, 8910 Affoltern am Albis, Switzerland",JUMBO Affoltern am Albis,ChIJV2ciVUAGkEcRWRapyi-lzbg,4.1,256.0,47.2733352,8.4426624,True,,
43,43,"Albisstrasse 19, 8915 Hausen am Albis, Switzerland",Volg,ChIJoQG5QLWpmkcR5ScLJvwiw3w,4.4,167.0,47.2482652,8.530597300000002,True,,
44,44,"Zugerstrasse 2, 6340 Hausen am Albis, Switzerland",migrolino Sihlbrugg,ChIJpUna3ESpmkcR3AAad0Rvfpc,4.3,49.0,47.21689569999999,8.5762232,True,,
45,45,"Albisstrasse 9, 8915 Hausen am Albis, Switzerland",Tante Emmer,ChIJfwbzRJapmkcRmWVyKHE3_5w,4.5,8.0,47.2465748,8.5320869,True,,
46,46,"Ebertswilerstrasse 10, 8915 Hausen am Albis, Switzerland",Metzgerei Weiss GmbH,ChIJC7DPVBQHkEcRtdhC_YaoDlo,4.8,80.0,47.2421947,8.533976400000002,True,,
47,47,"Albisstrasse 8, 8926 Kappel am Albis, Switzerland",Denner Partner,ChIJYzUJiJWpmkcRt4ER1Gr6cuY,4.5,177.0,47.2297737,8.5272385,True,,
48,48,"Bahnhofstrasse 6/8, 8932 Mettmenstetten, Switzerland",SPAR Supermarkt Mettmenstetten,ChIJwc3iWeEHkEcRMXI-ZNZOjaA,4.2,208.0,47.2437599,8.4616419,True,,
49,49,"Albisstrasse 3, 8932 Mettmenstetten, Switzerland",Volg Mettmenstetten,ChIJSVZVLhsHkEcR4iiFe_SIXgE,4.3,115.0,47.24395149999999,8.463845,True,,
50,50,"Einsiedlerstrasse 64, 8810 Horgen, Switzerland",Nah Markt.,ChIJR89DgcComkcRk5kyGUJMopA,4.6,85.0,47.2645534,8.5858174,True,,
51,51,"Zwillikerstrasse 4, 8908 Hedingen, Switzerland",Volg & post office,ChIJRd8FZ58IkEcRrWQ9rqwsy4E,4.0,86.0,47.2983714,8.4477121,True,,
52,52,"Dorfstrasse 15, 8906 Bonstetten, Switzerland",SPAR Supermarkt Bonstetten,ChIJAVeve_MIkEcRNMxmqY7Oeqg,4.1,128.0,47.3149329,8.4696844,True,,1.0
53,53,"Zwillikerstrasse 4, 8908 Hedingen, Switzerland",Odermatt,ChIJlxpuSD4JkEcR8ov1MPsmHVY,4.3,4.0,47.2983708,8.4476295,True,,
54,54,"Zürcherstrasse 15, 8908 Hedingen, Switzerland",Bäckerei-Conditorei Pfyl AG,ChIJYWKH_LMJkEcR0KrDOZhpaD4,4.2,25.0,47.2985829,8.4478821,True,,
55,55,"Im Heumoos 25, 8906 Bonstetten, Switzerland",Coop Supermarkt Bonstetten,ChIJdQ156voIkEcRWMowxAxGMpM,4.2,321.0,47.3242618,8.4687602,True,,
56,56,"Schachenstrasse 115 Wettswil, Schachenstrasse 115, 8906 Bonstetten, Switzerland",Lärche-Märt,ChIJT3OPzvsIkEcRgcAPwVNrmnQ,4.6,5.0,47.3252964,8.4725089,True,,
57,57,"Schachenstrasse 115, 8906 Bonstetten, Switzerland",Migros Partner,ChIJH9iPzvsIkEcRGKrRIuBujB8,4.4,124.0,47.3253193,8.4725152,True,,
58,58,"Staldenstrasse 3, 8905 Arni, Switzerland",Volg,ChIJL-nXqjcPkEcRL3CjpP7bp4Q,4.4,53.0,47.3188896,8.4198875,True,,
59,59,"Zürcherstrasse 10, 8917 Oberlunkhofen, Switzerland",Volg Oberlunkhofen,ChIJx1uESW4PkEcRzQhcKHcvfgs,4.1,98.0,47.3115659,8.39208,True,,
60,60,"Dorfpl. 1, 8911 Rifferswil, Switzerland",Volg Rifferswil,ChIJIWicTnsHkEcRb5o6XbDX6Js,4.2,33.0,47.2426214,8.49602,True,,
61,61,"Stampfistrasse 1, 8934 Knonau, Switzerland",Volg,ChIJFbFhJjAHkEcRMnmxXBtZG84,4.5,63.0,47.223383,8.4613105,True,,
62,62,"Oberdorfstrasse 6A, 6340 Baar, Switzerland",Coop Supermarkt Baar Oberdorf,ChIJo1S3MDGqmkcR_5pEPukFo1o,4.1,238.0,47.1956308,8.5300792,True,,
63,63,"Schochenmühlestrasse 6, 6340 Baar, Switzerland",My Market Gmbh,ChIJM3xk4j-qmkcRoQXAiStpNdM,5.0,1.0,47.1924721,8.5121687,,,
64,64,"Hintere Grundstrasse 2, 8135 Langnau am Albis, Switzerland",Migros Supermarkt,ChIJy4I_EeGnmkcRGRIhApH6DXI,4.2,132.0,47.2913381,8.5378331,True,,
65,65,"Untere Bahnhofstrasse 5, 8932 Mettmenstetten, Switzerland",avec,ChIJZcqlkXkHkEcRgOt1SwLWS0U,2.7,15.0,47.2438337,8.4575661,True,,
66,66,"Bühlstrasse 1, 8933 Maschwanden, Switzerland",Volg Maschwanden,ChIJqb2Xe8AGkEcROl5oEMTGUho,4.5,23.0,47.2345784,8.427523599999999,True,,
67,67,"Dorfstrasse 48, 8912 Obfelden, Switzerland",Volg Obfelden,ChIJ5xQge2gHkEcRaMc0VkGGH_c,0.0,0.0,47.26387769999999,8.4287414,True,,
68,68,"Oberwil, 6330 Cham, Switzerland",Hof Laden,ChIJrzmhB84AkEcR5DVq6tuq8U4,0.0,0.0,47.2103227,8.4577346,,,
69,69,"Ottenbacherstrasse 23, 8912 Obfelden, Switzerland",Coop Supermarkt Obfelden,ChIJR20XCHAGkEcRC3aZj3d3dHE,3.9,222.0,47.266924,8.4242246,True,,
70,70,"Vorderuttenberg 9, 8934 Knonau, Switzerland",YamaSake – Manufaktur,ChIJX6HiWYcHkEcRHllowt9jGwQ,4.0,7.0,47.2325159,8.4514373,,,
71,71,"Bahnhofstrasse 7, 6312 Steinhausen, Switzerland",Coop Supermarkt Steinhausen,ChIJOW4Za6EAkEcR9ZT4L-8opxs,4.4,310.0,47.19640330000001,8.4826207,True,,
72,72,"Luzernerstrasse 101, 6333 Hünenberg, Switzerland",SPAR Grocery Store Hünenberg,ChIJXalUp1kAkEcRbRvDvMJ3De0,4.4,93.0,47.1734835,8.449134599999999,True,,1.0
73,73,"Chollerstrasse 1, 6300 Zug, Switzerland",migrolino Zug,ChIJndDuv4IAkEcRq7qtFdZvjLY,4.3,101.0,47.1826324,8.4839163,True,,
74,74,"Luzernstrasse 2, 5634 Merenschwand, Switzerland",Volg Merenschwand,ChIJpWqHZk0EkEcRNvZiFhIGS8Y,4.5,145.0,47.2592359,8.3746537,True,,
75,75,"Mitteldorf 20, 5637 Beinwil (Freiamt), Switzerland",Volg Beinwil (Freiamt),ChIJqSO6W4QEkEcR8NV6Dw0q8jU,4.5,49.0,47.2301564,8.345783299999999,True,,
76,76,"Seehofstrasse 14, 6330 Cham, Switzerland",Coop Supermarkt Cham Seehof,ChIJI11au4wAkEcRyyjR9WT4MVY,4.2,335.0,47.18148679999999,8.4616515,True,,
77,77,"Chamerstrasse 12, 6331 Hünenberg, Switzerland",Migros Supermarkt ab 24.11.22,ChIJW6acDaQBkEcRfud3Va_PkRI,0.0,0.0,47.1750893,8.427163199999999,,,
78,78,"Eichengasse 1A, 6331 Hünenberg, Switzerland",Coop Supermarkt Hünenberg,ChIJEWiWA6kBkEcRBDpLQRH8OPI,4.0,131.0,47.1754437,8.426284899999999,True,,
79,79,"Dorfpl. 3, 8913 Ottenbach, Switzerland",Volg Ottenbach,ChIJ-9VFjOgFkEcRer4JzMbGEC0,4.2,97.0,47.2811749,8.404418999999999,True,,
80,80,"Dorfstrasse 56, 6332 Cham, Switzerland",Volg Hagendorn mit Postagentur,ChIJUWiGwiQBkEcR6d71lgDtgKg,4.4,67.0,47.2041808,8.4326087,True,,
81,81,"Maihölzli 5, 6331 Hünenberg, Switzerland",Migros-Supermarkt - Hünenberg Dorf,ChIJx-xVC2QBkEcRIOsffv2bKVM,0.0,0.0,47.1750455,8.4273217,True,,
82,82,"Grossholz 27, 8932 Mettmenstetten, Switzerland",Bauernhof Bachmann Grossholz 27,ChIJFytw_VEGkEcR3g4F6X-YIvs,4.8,8.0,47.2646609,8.454572599999999,True,,
83,83,"Dachlissen 33, 8932 Mettmenstetten, Switzerland",Häpply-Schür,ChIJk8VQHDgHkEcRj_suIIzEWNE,0.0,0.0,47.2607344,8.4354444,True,,
84,84,"Dorfstrasse 17, 8912 Obfelden, Switzerland",Obst Lädeli Meier,ChIJOwKuJGYGkEcRUhsZZZK1KnI,5.0,2.0,47.2657514,8.4332622,True,,
85,85,"Muristrasse 2, 8912 Obfelden, Switzerland",Landimärt Obfelden,ChIJE2CXb3sGkEcRwNOsxuh055c,4.4,580.0,47.270066,8.430824099999999,True,,
86,86,"Alte Landstrasse 21, 8912 Obfelden, Switzerland","Metzgerei Weiss GmbH, Filiale, 8912 Obfelden",ChIJ2b8uEmYGkEcR81sa2aPkWdc,4.8,20.0,47.26548320000001,8.432198699999999,True,,
87,87,"Küferweg 1, 8912 Obfelden, Switzerland",Bioweine Bulliard GmbH,ChIJv4O1wX4GkEcRGCoVYc1IWmc,5.0,1.0,47.2616588,8.4160717,False,,
88,88,"Geissweidstrasse 12, 8912 Obfelden, Switzerland",Lis Strickshop,ChIJE8xLSmIGkEcR4QvA7skfVQQ,0.0,0.0,47.2592053,8.4276871,,,
109,109,"Alte Landstrasse 26, 8942 Oberrieden, Switzerland",Coop Supermarkt Oberrieden,ChIJC-imIZuomkcRNW6A52oAmQc,4.3,156.0,47.2782658,8.5754782,True,,
110,110,"Alte Landstrasse 37, 8942 Oberrieden, Switzerland",migrolino Oberrieden,ChIJyTVfXJqomkcRpu_SFUSzSc4,4.2,154.0,47.2767068,8.5775265,True,,
111,111,"Oberdorfstrasse 50, 8810 Horgen, Switzerland",migrolino Shop,ChIJX1K6MsSomkcRn56EHhpArSU,4.1,86.0,47.2587963,8.589930299999999,True,,
112,112,"Albisstrasse 20, 8134 Adliswil, Switzerland",Adli Markt,ChIJ3SvcT-WnmkcR-jR4nBninW4,4.2,45.0,47.3101905,8.5254444,True,,
113,113,"Aarauerstrasse 2, 5642 Mühlau, Switzerland",Volg Mühlau,ChIJXWHj5A8EkEcR0bNytIoRNtg,4.4,56.0,47.2297692,8.389492599999999,True,,
114,114,"Bahnhofstrasse 2, 6312 Steinhausen, Switzerland",Migros Supermarkt,ChIJq6p2bKEAkEcRLOmVVbkLxyo,4.5,83.0,47.1970457,8.4849184,True,,
115,115,"Sellenbüren 61, 8143 Stallikon, Switzerland",Coop Supermarkt Stallikon,ChIJT5Z9QAgJkEcRVPIIyMRyfy8,4.0,147.0,47.342808,8.4829805,True,,
116,116,"Kirchgasse 2, 8907 Wettswil am Albis, Switzerland",Volg Wettswil,ChIJ5_6ndgQJkEcRtvA3P0l4SQc,4.1,114.0,47.33757629999999,8.4748141,True,,
117,117,"Mülistrasse 7, 8143 Stallikon, Switzerland",Kunzli Butcher Shop,ChIJD5qZkggJkEcR8CeM8dCZj_Q,4.2,38.0,47.342873,8.4807843,True,,
118,118,"Uetliberg, 8143 Zürich, Switzerland",Restauran,ChIJuzFRNaIJkEcRYv4HW7L5eck,0.0,0.0,47.3519674,8.4877053,,,
119,119,"Albisstrasse 10, 8134 Adliswil, Switzerland",Migros Supermarkt,ChIJz36CXYqnmkcRPGj6agSMWlo,4.3,876.0,47.3111111,8.5252778,True,,
120,120,"Kalanderpl. 1, 8045 Zürich, Switzerland",Coop Supermarkt Zürich Sihlcity Supermarkt,ChIJFwx7xe8JkEcRDrrE0f9X6mg,4.4,859.0,47.3576232,8.5231751,True,,
121,121,"Reppischtalstrasse 52, 8143 Stallikon, Switzerland",Bäckerei-Konditorei Bode,ChIJa4RUkKwJkEcRLu6DUOnt_eg,4.0,94.0,47.3268453,8.4898312,True,,2.0
122,122,"Uetlibergstrasse 20, 8045 Zürich, Switzerland",Coop Supermarkt Zürich Manessehof,ChIJHVi3JfQJkEcRJv9MWJcnqMA,4.0,248.0,47.36488989999999,8.5211127,True,,
123,123,"Dietlimoosplatz 1, 8134 Adliswil, Switzerland",ALDI SUISSE,ChIJNfdm5i2nmkcRADcuUzDZoAk,4.3,9.0,47.3221605,8.529346199999999,True,,
124,124,"Poststrasse 3, 8134 Adliswil, Switzerland",Coop Supermarkt Adliswil,ChIJqUHEGYqnmkcR-RTA1HL7U0s,4.1,394.0,47.3130391,8.525551799999999,True,,
125,125,"Waldegg CH, Zürcherstrasse 1, 8142 Uitikon, Switzerland",Coop Supermarkt Uitikon Waldegg,ChIJ7SJ3VA0JkEcR8riOqfBvUIg,4.4,126.0,47.36806499999999,8.4624693,True,,
126,126,"Albisriederstrasse 334, 8047 Zürich, Switzerland",Coop Supermarkt Zürich A-Park,ChIJe_dIMdcLkEcRAcqzjn6bRd8,4.0,403.0,47.3758681,8.487279899999999,True,,
127,127,"Ettenbergstrasse 35, 8907 Wettswil am Albis, Switzerland",The Ivy,ChIJL8gxjhAJkEcRB3_D2ds-WSU,4.8,5.0,47.343259,8.468906,False,,
128,128,"Zürcherstrasse 8, 8142 Uitikon, Switzerland",Migros Supermarkt,ChIJCUfywF4JkEcRk_49-0QlaqM,4.3,193.0,47.3684463,8.4628667,True,,
129,129,"Zürcherstrasse 13a, 8903 Birmensdorf, Switzerland",Coop Supermarkt Birmensdorf,ChIJ0YCpYsoOkEcRNz3Ngc-ZFXg,4.2,278.0,47.3537676,8.4368392,True,,
130,130,"Stationsstrasse 32, 8906 Bonstetten, Switzerland",avec,ChIJu4GsOvsIkEcRVigLe7K6Y2s,3.3,106.0,47.32566449999999,8.4682359,True,,
131,131,"Kirchgasse 2, 8907 Wettswil am Albis, Switzerland",Steiner Fleischspezialitäten AG,ChIJ5_6ndgQJkEcRr9s1xH0GbfQ,4.1,8.0,47.3375453,8.474864799999999,True,,
132,132,"Islisbergstrasse 4, 8906 Bonstetten, Switzerland",Wettsteins Hofprodukte,ChIJC7l8BX0JkEcRNV1gmUhyc5M,4.7,23.0,47.3193862,8.4577526,False,,
133,133,"Im Grüt 10, 8907 Wettswil am Albis, Switzerland",Trachsler Hofladen,ChIJV_n18XkJkEcRH0rB2ESGjsI,5.0,6.0,47.3275498,8.4805542,True,,
134,134,"Dorfstrasse 56, 8906 Bonstetten, Switzerland",s'Lädeli im Rank,ChIJWYCnCHYJkEcRP0CSFR2WgtM,5.0,2.0,47.3162508,8.465705,False,,
135,135,"Zürcherstrasse 15, 8903 Birmensdorf, Switzerland",Migros Supermarkt,ChIJI8HnhsoOkEcRtrizPct-sG0,4.3,176.0,47.35429449999999,8.4367776,True,,
136,136,"Birmensdorferstrasse 484, 8055 Zürich, Switzerland",migrolino Triemli,ChIJVUL56IAJkEcRDXaPF7oDxp8,4.3,133.0,47.3685826,8.4966337,True,,
137,137,"In der Ey 85, 8047 Zürich, Switzerland",Coop Supermarkt Zürich Triemli,ChIJU5wHWdULkEcRVLrX-Y3gI88,4.3,239.0,47.3705382,8.4921778,True,,
138,138,"Industriestrasse 1, 8903 Birmensdorf, Switzerland",migrolino Birmensdorf,ChIJ4Q2NTqUOkEcRdJ334CCgdqg,3.1,21.0,47.3654348,8.429675399999999,True,,
139,139,"Hauptstrasse 4, 8452 Adlikon, Switzerland",BP Service Weinland West Express Shopping,ChIJYaLJr7mcmkcRAgp8MuXLd1s,4.2,170.0,47.5813267,8.6826502,True,,
140,140,"Bergstrasse 15, 8452 Adlikon, Switzerland",Betriebsgemeinschaft Weidmann - Peter,ChIJMeNctUCbmkcREEP1T514co8,4.4,9.0,47.5749788,8.7245989,True,,
141,141,"Weinlandstrasse 4, 8451 Kleinandelfingen, Switzerland",Migros Supermarkt,ChIJ-XJOi0iDmkcRTJyNhPoG8oc,4.3,406.0,47.601979,8.6888684,True,,
142,142,"Schaffhauserstrasse 62, 8451 Kleinandelfingen, Switzerland",Coop Supermarkt Kleinandelfingen,ChIJj3Su00eDmkcREAUGuthcEC0,4.5,473.0,47.6030463,8.6884763,True,,
143,143,"Schaffhauserstrasse 24, 8451 Kleinandelfingen, Switzerland",Volg Kleinandelfingen,ChIJ9S50F9WDmkcRoCDygMr1c2M,4.6,15.0,47.599414,8.6833107,True,,
144,144,"Hinterdorfstrasse 2, 8444 Henggart, Switzerland",Volg Henggart,ChIJ4dMtzZGcmkcRLk5hQwiq7WA,4.3,116.0,47.56418619999999,8.6830546,True,,
145,145,"Thurtalstrasse 3, 8450 Andelfingen, Switzerland",Volg Andelfingen,ChIJRf8s5DSDmkcRgZRQbuxrWb8,4.5,91.0,47.5949754,8.679372899999999,True,,
146,146,"Gewerbestrasse 9c, 8451 Kleinandelfingen, Switzerland",Denner Partner,ChIJxdXwm0eDmkcRK8n8uTQYaIg,4.1,136.0,47.6048375,8.6872495,True,,
147,147,"Mitteldorfstrasse 21, 8475 Ossingen, Switzerland",Volg Ossingen,ChIJR_MMkZeEmkcRgYHWMslpG3Q,4.4,64.0,47.6112894,8.7259704,True,,
148,148,"Schulstrasse 1, 8442 Hettlingen, Switzerland",Volg Hettlingen,ChIJOWXTgZybmkcRvtTIjvZoNoQ,4.5,30.0,47.5467014,8.7079309,True,,
149,149,"Hauptstrasse 4, 8452 Adlikon, Switzerland",bp,ChIJAYNb8lWDmkcRbdIHXMdtVDM,3.2,51.0,47.5813126,8.6836381,True,,
150,150,"Schaffhauserstrasse 152, 8400 Winterthur, Switzerland",ALDI SUISSE,ChIJk1k5G5ebmkcRPdrapyCsS2Q,4.5,6.0,47.51863,8.7199086,True,,
151,151,"Hauptstrasse 12, 8543 Bertschikon, Switzerland",Volg-Laden Gundetswil,ChIJJUA3_faQmkcRLnQqxQxGgW8,4.3,26.0,47.5397654,8.8225888,True,,
152,152,"Maiengasse 2, 8460 Marthalen, Switzerland",Volg-supermarkt Marthalen mit postagentur,ChIJ1bk8G_KCmkcRfBo46rKezKw,4.2,50.0,47.62608609999999,8.649148799999999,True,,
153,153,"Hiltistrasse 19, 8444 Henggart, Switzerland",Wyländer Chäs Chalet,ChIJLV09YIWcmkcR7qTsGDcYwVc,5.0,1.0,47.561911,8.6853319,True,,
154,154,"Pumpwerkstrasse 56, 8105 Regensdorf, Switzerland",SPAR,ChIJ2TWFZ6kMkEcR2y1Kg6PeByk,4.2,266.0,47.445349,8.4640988,True,,1.0
155,155,"Weiacherstrasse 1, 8422 Pfungen, Switzerland",Migros Supermarkt,ChIJeQU0niqcmkcRhE9IFLdrP-g,4.3,419.0,47.51748449999999,8.650216,True,,
156,156,"Dorfstrasse 2, 8471 Dägerlen, Switzerland",Volg Rutschwil,ChIJ3ZvUBA-bmkcRHjp3U__q6WE,4.4,41.0,47.556715,8.730279000000001,True,,
157,157,"Strehlgasse 27, 8472 Seuzach, Switzerland",Coop Supermarkt Seuzach,ChIJB83py7ObmkcR0cDU2tbZSi0,4.2,191.0,47.5369484,8.7340807,True,,
158,158,"Einkaufszentrum, Weiacherstrasse 1, 8422 Pfungen, Switzerland",Denner Discount,ChIJFQU0niqcmkcRSHmM4tOfGRQ,4.4,80.0,47.5174752,8.6503143,True,,
159,159,"Landstrasse 7, 8463 Benken, Switzerland",Volg Benken,ChIJZ_nCSECCmkcRseZoRbQM4zU,4.7,45.0,47.6528423,8.6535622,True,,
160,160,"Im Trügli 267, 8463 Benken, Switzerland",Räss Wildbeeren AG - Bio Suisse,ChIJsQsbpQ2CmkcR0ujuFpEDAKc,4.9,35.0,47.658491,8.639604,True,,
161,161,"Marthalerstrasse, 8463 Benken, Switzerland",BenkenWeine - Benkener VOLG Traubenproduzenten,ChIJ6RmWNkCCmkcRQVG6-9nszNA,0.0,0.0,47.6506902,8.6524448,,,
162,162,"Im Winkelacker, 8463 Benken, Switzerland",Markus Höneisen - Gemüsebau,ChIJV24kZmqCmkcR19A9M5cp8E4,4.8,40.0,47.6488155,8.6451703,True,,
163,163,"Kirchgasse 5, 8248 Laufen-Uhwiesen, Switzerland",Volg Uhwiesen,ChIJH-_AMAeCmkcRmp7PsfO2S3g,4.4,76.0,47.6705639,8.634489,True,,
164,164,"Zentrum, 8717 Benken, Switzerland",SPAR Supermarkt Benken,ChIJwRJTZOnOmkcRCAEVrXDrKI4,4.1,47.0,47.1985519,9.004499100000002,True,,1.0
165,165,"Gründenstrasse 5, 8247 Flurlingen, Switzerland",SPAR Supermarkt Flurlingen,ChIJg_siWFB_kEcRpPdX2f0dchU,4.3,46.0,47.6844311,8.6275236,True,,1.0
166,166,"Kaiserstuhlstrasse 51, 8154 Oberglatt, Switzerland",migrolino Oberglatt,ChIJU1epxu10kEcRJi-ynujBJkY,4.2,71.0,47.4764631,8.5051472,True,,
167,167,"Bachstrasse 5, 8184 Bachenbülach, Switzerland",Volg Bachenbülach,ChIJWzd_ZLh1kEcRMDr2onu7Nng,4.4,50.0,47.5036119,8.5478651,True,,
168,168,"Bahnhofstrasse 27, 8154 Oberglatt, Switzerland",Volg Oberglatt,ChIJk-CKWuR0kEcRkyzgBPuHby8,4.1,78.0,47.4741619,8.5157962,True,,
169,169,"Thurtalstrasse 26, 8479 Altikon, Switzerland",Volg Altikon,ChIJT8Iu07uamkcR_9Ct1D-RQLA,4.5,24.0,47.5732239,8.7816033,True,,
170,170,"Grafschaftstrasse 1, 8172 Niederglatt, Switzerland",Volg Niederglatt,ChIJ1xYeGGd0kEcR05RnjFv0zOE,4.4,30.0,47.4917268,8.5033949,True,,
171,171,"Grüterstrasse 4, 8545 Rickenbach, Switzerland",Volg Rickenbach,ChIJN_B7YXiQmkcRkLDD7f0j2aw,4.6,16.0,47.5525713,8.7940793,True,,
172,172,"Zollstrasse 54, 8212 Neuhausen am Rheinfall, Switzerland",Coop Supermarkt Neuhausen Schützengut,ChIJzY168jR_kEcReTkaXLpv0r0,4.1,165.0,47.68005160000001,8.6065653,True,,
173,173,"Dorfstrasse 6A, 8196 Wil, Switzerland",Volg Wil ZH,ChIJB0bn7qlwkEcR-RoU7dSDUHc,4.4,39.0,47.6055444,8.5074805,True,,
174,174,"Dorfstrasse 24, 8465 Rudolfingen, Switzerland",Volg Rudolfingen,ChIJl5fm0ayDmkcRt7SCw1hoKSY,4.1,17.0,47.6403938,8.6730082,True,,
175,175,"Flughofstrasse 3, 8058 Kloten, Switzerland",Migros Supermarket Zurich Airport,ChIJ_SR38lZ1kEcReSR9696npIg,4.5,1727.0,47.4493704,8.562636099999999,True,,
176,176,"Hauptstrasse 55, 8414 Buch am Irchel, Switzerland",Volg,ChIJhabHP5idmkcRx7lt6XWDgBU,4.2,33.0,47.5496268,8.6186899,True,,
177,177,"Hauptstrasse 8, 8415 Berg am Irchel, Switzerland",Dorflädeli Berg am Irchel,ChIJmduq99N3kEcR9OTgt_SyqCU,5.0,3.0,47.5701164,8.5980554,True,,
178,178,"Berglistrasse 24, 8180 Bülach, Switzerland",Volg Bülach,ChIJUaPWM2t1kEcR_WaV6CBB9_0,4.3,22.0,47.5229994,8.5468199,True,,
179,179,"Webergasse 4, 8416 Flaach, Switzerland",Volg Flaach,ChIJoVrk4WCdmkcRzfLdGE8y36c,4.5,94.0,47.5765476,8.6081679,True,,
180,180,"Dorfstrasse 35, 8454 Buchberg, Switzerland",Volg,ChIJ7Yo1h6V3kEcR5es5s7MG8KM,4.5,23.0,47.5726039,8.5623665,True,,
181,181,"8454 Buchberg, Switzerland",Simmler beef - pure,ChIJG0bTgat3kEcRe2EHtqsqj_4,5.0,2.0,47.5655499,8.5578334,,,
